,Unnamed: 0,avg_vol_3m,change,company_name,last_price,market_cap,pe_ratio_ttm,percent_change,sector_name,symbol,volume,Apr_1_2024,Mar_1_2024,Feb_1_2024,Jan_1_2024,Dec_1_2023,Nov_1_2023,Oct_1_2023,Sep_1_2023,Aug_1_2023,Jul_1_2023,Jun_1_2023,May_1_2023,Apr_1_2023,Mar_1_2023,Feb_1_2023,Jan_1_2023,Dec_1_2022,Nov_1_2022,Oct_1_2022,Sep_1_2022,Aug_1_2022,Jul_1_2022,Jun_1_2022,May_1_2022,Apr_1_2022,Mar_1_2022,Feb_1_2022,Jan_1_2022,Dec_1_2021,Nov_1_2021,Oct_1_2021,Sep_1_2021,Aug_1_2021,Jul_1_2021,Jun_1_2021,May_1_2021,Apr_1_2021,Mar_1_2021,Feb_1_2021,Jan_1_2021,Dec_1_2020,Nov_1_2020,Oct_1_2020,Sep_1_2020,Aug_1_2020,Jul_1_2020,Jun_1_2020,May_1_2020,Apr_1_2020,Mar_1_2020,Feb_1_2020,Jan_1_2020,Dec_1_2019,Nov_1_2019,Oct_1_2019,Sep_1_2019,Aug_1_2019,Jul_1_2019,Jun_1_2019,May_1_2019,3m_change,3m_rolling_avg,3m_volatility,6m_change,6m_rolling_avg,6m_volatility,12m_change,12m_rolling_avg,12m_volatility,recommendation
52,52,6.094M,-1.85,Philip Morris International Inc.,97.17,151055630336,18.98,-1.87%,Consumer Defensive,PM,859515,94.06,91.62,89.96,90.85,94.08,93.36,89.16,92.58,96.06,99.72,97.62,90.01,99.97,97.25,97.3,104.24,101.21,99.67,91.85,83.01,95.49,97.15,98.74,106.25,100.0,93.94,101.07,102.85,95.0,85.94,94.54,94.79,103.0,100.09,99.11,96.43,95.0,88.74,84.02,79.65,82.79,75.75,71.02,74.99,79.79,76.81,70.06,73.36,74.6,72.96,81.87,82.7,85.09,82.93,81.44,75.93,72.09,83.61,78.53,77.13,4.557581147176533,91.88,1.6838843982490832,0.7497857754927194,92.32166666666666,1.6035005110348095,4.49950005554938,93.25666666666667,3.1241807815098603,Hold
53,53,8.574M,-0.49,"Mondelez International, Inc.",70.815,95255379968,19.56,-0.69%,Consumer Defensive,MDLZ,4106480,69.41,70.0,73.07,75.27,72.43,71.06,66.21,69.4,71.26,74.13,72.94,73.41,76.72,69.72,65.18,65.44,66.65,67.61,61.48,54.83,61.86,64.04,62.09,63.56,64.48,62.78,65.48,67.03,66.31,58.94,60.74,58.18,62.07,63.26,62.44,63.53,60.81,58.53,53.16,55.44,58.47,57.45,53.12,57.45,58.42,55.49,51.13,52.12,51.44,50.08,52.8,57.38,55.08,52.54,52.45,55.32,55.22,53.49,53.9,50.85,-5.008895579581219,70.82666666666667,1.604459064260875,-2.321981424148615,71.87333333333333,1.979820418343261,-5.448848930663398,71.54916666666666,2.4051280573437706,Hold
54,54,3.838M,-1.5,Target Corporation,163.835,75640979456,18.33,-0.91%,Consumer Defensive,TGT,235251,167.11,177.21,152.92,139.08,142.42,133.81,110.79,110.57,126.55,136.47,131.9,130.93,157.75,165.63,168.5,172.14,149.04,167.07,164.25,148.39,160.34,163.38,141.23,161.88,228.65,212.22,199.77,220.43,231.44,243.84,259.62,228.77,246.98,261.05,241.74,226.92,207.26,198.07,183.44,181.17,176.53,179.53,152.22,157.42,151.21,125.88,119.93,122.33,109.74,92.97,103.0,110.74,128.21,125.01,106.91,106.91,107.04,86.4,86.61,80.45,9.279361757781865,165.74666666666667,9.9630996961566,24.886032434048285,152.09166666666667,15.568296220917121,27.633086382036204,138.31333333333333,19.056780653848353,Sell
55,55,12.832M,-0.02,"Altria Group, Inc.",42.895,73677733888,9.39,-0.06%,Consumer Defensive,MO,2770743,42.57,43.62,40.91,40.12,40.34,42.04,40.17,42.05,44.22,45.42,45.3,44.42,47.51,44.62,46.43,45.04,45.71,46.58,46.27,40.38,45.12,43.86,41.77,54.09,55.57,52.25,51.29,50.88,47.39,42.64,44.11,45.52,50.23,48.04,47.68,49.22,47.75,51.16,43.6,41.08,41.0,39.83,36.08,38.64,43.74,41.15,39.25,39.05,39.25,38.67,40.37,47.53,49.91,49.7,44.79,40.9,43.74,47.07,47.35,49.06,4.0576876069420775,42.36666666666667,1.115656259288178,1.2607040913415821,41.6,1.2562510364838175,-4.16479063484917,42.598333333333336,1.8897876129931168,Buy
56,56,4.403M,0.19,Colgate-Palmolive Company,89.065,73210183680,32.15,+0.22%,Consumer Defensive,CL,1111002,88.33,90.05,86.52,84.2,79.71,78.77,75.12,71.11,73.47,76.26,77.04,74.38,79.8,75.15,73.3,74.53,78.79,77.48,73.84,70.25,78.21,78.74,80.14,78.81,77.05,75.83,76.95,82.45,85.34,75.02,76.19,75.58,77.95,79.5,81.35,83.78,80.7,78.83,75.2,78.0,85.51,85.64,78.89,77.15,79.26,77.2,73.26,72.33,70.27,66.36,67.57,73.78,68.84,67.82,68.6,73.51,74.15,71.74,71.67,69.62,2.092001849283405,88.3,1.4412725858305457,12.136600228513398,84.59666666666665,4.1905197237998495,18.755041677870402,79.58,5.985002088554355,Buy
57,57,5.263M,-1.77,Monster Beverage Corporation,52.565,55051321344,34.13,-3.25%,Consumer Defensive,MNST,1118040,53.6,59.28,59.1,55.02,57.61,55.15,51.1,52.95,57.41,57.49,57.44,58.62,56.0,54.01,50.88,52.04,50.76,51.43,46.86,43.48,44.42,49.81,46.35,44.56,42.84,39.95,42.2,43.36,48.02,41.89,42.5,44.42,48.78,47.16,45.67,47.13,48.53,45.54,43.87,43.42,46.24,42.39,38.28,40.1,41.93,39.24,34.66,35.96,30.91,28.13,31.2,33.3,31.77,29.91,28.07,29.03,29.33,32.24,31.92,30.93,-9.306260575296108,57.32666666666666,2.6361756812136443,-2.810516772438798,56.626666666666665,2.1620643427572226,-8.56363016035482,56.230833333333344,2.5202958104599977,Buy
58,58,2.604M,-3.6,The Estée Lauder Companies Inc.,143.755,51532288000,110.58,-2.45%,Consumer Defensive,EL,1022000,147.42,154.15,148.58,131.99,146.25,127.69,128.87,144.55,160.53,180.0,196.38,184.03,246.72,246.46,243.05,277.08,248.11,235.79,200.49,215.9,254.38,273.1,254.67,254.65,264.06,272.32,296.33,311.79,370.2,332.07,324.33,299.93,340.49,333.83,318.08,306.52,313.8,290.85,285.86,236.65,266.19,245.32,219.66,218.25,221.72,197.54,188.68,197.47,176.4,159.34,183.6,195.16,206.54,195.47,186.27,198.95,197.99,184.19,183.11,161.03,-0.7807241889891136,150.04999999999998,2.9375613468771493,15.451484062964985,142.67999999999998,9.491747292604597,-19.893495625713207,154.20333333333332,21.303840550995073,Buy
59,59,1.245M,-1.3,"Constellation Brands, Inc.",260.25,47619502080,27.72,-0.50%,Consumer Defensive,STZ,56493,259.74,271.76,248.52,245.08,241.75,240.49,234.15,251.33,260.56,272.8,246.13,242.97,229.47,225.89,223.7,231.52,231.75,257.35,247.08,229.68,246.05,246.31,233.06,245.47,246.09,230.32,215.62,237.75,250.97,225.33,216.81,210.69,211.14,224.34,233.89,239.72,240.32,228.0,214.14,210.93,219.05,205.84,165.23,189.51,184.48,178.2,174.95,172.7,164.69,143.36,172.38,188.3,189.75,186.06,190.33,207.28,204.35,196.82,196.94,176.45,4.514727184934814,260.00666666666666,9.489563858377373,8.004490831219593,251.22333333333333,11.13766382844964,6.90208667736758,251.27333333333334,11.841138974871555,Sell
62,62,"470,712",-12.65,Willis Towers Watson Public Limited Company,251.835,25752143872,25.34,-4.78%,Financial Services,WTW,194090,265.17,275.0,272.61,246.3,241.2,246.3,235.89,208.96,206.76,211.33,235.5,218.85,231.6,232.38,234.36,254.19,244.58,246.16,218.21,200.94,206.83,206.94,197.39,211.07,214.86,236.22,222.3,233.96,237.49,225.84,242.28,232.46,220.72,206.08,230.02,261.36,258.86,228.88,220.64,202.94,210.68,208.19,182.48,208.82,205.53,210.01,196.95,202.9,178.29,169.85,189.25,211.29,201.94,196.44,186.9,192.97,197.97,195.22,191.54,175.5,-2.7291735446241874,270.9266666666667,4.1858836847459315,7.661388550548113,257.7633333333334,13.598682125689814,21.165181631254292,238.65583333333336,23.014293188630027,Buy
67,67,1.378M,-2.96,"T. Rowe Price Group, Inc.",108.1,24175917056,13.93,-2.67%,Financial Services,TROW,210533,111.5,121.92,113.35,108.45,107.69,100.13,90.5,104.87,112.23,123.26,112.02,107.16,112.33,112.9,112.28,116.47,109.06,124.91,106.16,105.01,120.0,123.47,113.61,127.09,123.04,151.19,144.56,154.43,196.64,199.95,216.88,196.7,223.87,204.16,197.97,191.35,179.2,171.6,162.14,156.48,151.39,143.41,126.66,128.22,139.21,138.1,123.5,120.9,115.63,97.65,118.01,133.53,121.84,123.56,115.8,114.25,110.62,113.39,109.71,101.14,-1.6321129245699113,115.58999999999999,4.539258382893254,11.355238190352548,110.50666666666666,6.572342724545708,4.050018663680481,109.42333333333335,8.447076746162283,Buy
70,70,"847,067",1.36,Tradeweb Markets Inc.,104.315,22734098432,61.00,+1.32%,Financial Services,TW,140874,101.62,104.17,105.82,95.39,90.88,96.9,90.01,80.2,86.43,81.79,68.48,66.95,70.41,79.02,70.89,74.54,64.93,61.46,55.08,56.42,69.59,70.52,68.25,67.61,71.19,87.87,84.48,84.77,100.14,96.0,89.1,80.78,87.01,86.73,84.56,83.78,81.28,74.0,72.79,60.79,62.45,59.65,54.48,58.0,57.29,54.07,58.14,65.96,52.16,42.04,48.22,46.18,46.35,44.73,41.75,36.98,42.59,47.36,43.81,45.09,-3.9690039690039582,103.87,1.727715254317095,4.871001031991742,99.13,5.2182500259505895,51.784914115011205,89.05333333333334,12.326698891250468,Buy
71,71,7.864M,-0.28,The Kraft Heinz Company,38.295,46552932352,16.58,-0.71%,Consumer Defensive,KHC,968192,38.15,36.9,35.28,37.13,36.98,35.11,31.46,33.64,33.09,36.18,35.5,38.22,39.27,38.67,38.94,40.53,40.71,39.35,38.47,33.35,37.4,36.83,38.14,37.83,42.63,39.39,39.22,35.8,35.9,33.61,35.89,36.82,35.99,38.47,40.78,43.59,41.29,40.0,36.38,33.51,34.66,32.94,30.59,29.95,35.04,34.38,31.89,30.47,30.33,24.74,24.77,29.2,32.13,30.5,32.33,27.93,25.52,32.01,31.04,27.65,8.134920634920627,36.776666666666664,1.1749137084153116,8.658501851324408,36.59166666666667,1.0708161477220173,-0.18315018315018392,35.63666666666666,1.9844450665670283,Buy
72,72,2.232M,-0.27,Kimberly-Clark Corporation,137.51,46300852224,25.18,-0.20%,Consumer Defensive,KMB,402027,128.93,129.35,121.17,120.97,121.51,123.73,119.64,120.85,128.83,129.1,138.06,134.28,144.89,134.22,125.05,130.01,135.75,135.63,124.46,112.54,127.52,131.79,135.15,133.02,138.83,123.16,130.15,137.65,142.92,130.31,129.49,132.44,137.81,135.72,133.78,130.63,133.32,139.05,128.33,132.1,134.83,139.31,132.59,147.66,157.76,152.04,141.35,141.44,138.48,127.87,131.19,143.24,137.55,136.34,132.88,142.05,141.11,135.65,133.28,127.89,6.404225468350255,126.48333333333333,3.7610045939290675,4.202699426169889,124.27666666666666,3.557408544932048,-3.984212094131661,126.36833333333333,5.706101753581181,Buy
74,74,5.228M,-0.07,The Kroger Co.,56.08,40472264704,18.95,-0.12%,Consumer Defensive,KR,429226,56.93,57.13,49.61,46.14,45.71,44.27,45.37,44.75,46.39,48.64,47.0,45.33,48.63,49.37,43.14,44.63,44.58,49.19,47.29,43.75,47.94,46.44,47.33,52.97,53.96,57.37,46.8,43.59,45.26,41.53,40.02,40.43,46.03,40.7,38.31,36.98,36.54,35.99,32.21,34.5,31.76,33.0,32.21,33.91,35.68,34.79,33.85,32.62,31.61,30.12,28.13,26.86,28.99,27.34,24.64,25.78,23.68,21.16,21.71,22.81,14.755089699657328,54.55666666666667,3.498774388585556,28.59724418341991,49.965,5.246318550501231,25.590116920361794,48.105833333333344,4.250353825140784,Buy
75,75,4.258M,-0.27,"General Mills, Inc.",71.34,40274923520,16.36,-0.38%,Consumer Defensive,GIS,462581,71.17,69.97,64.18,64.91,65.14,63.66,65.24,63.99,67.66,74.74,76.7,84.16,88.63,85.46,79.51,78.36,83.85,85.3,81.58,76.61,76.8,74.79,75.45,69.85,70.73,67.72,67.43,68.68,67.38,61.77,61.8,59.82,57.81,58.86,60.93,62.86,60.86,61.32,55.01,58.1,58.8,60.82,59.12,61.68,63.95,63.27,61.65,63.04,59.89,52.77,49.0,52.22,53.56,53.32,50.86,55.12,53.8,53.11,52.52,49.44,10.891243377999366,68.44,3.0518518967997093,11.797046811184426,66.505,2.9347160566796466,-15.43488593155893,69.29333333333334,6.131132757402084,Buy
77,77,2.068M,-1.81,The Hershey Company,186.33,38050824192,20.54,-0.96%,Consumer Defensive,HSY,85847,186.33,194.5,187.92,193.54,186.44,187.92,187.35,200.08,214.86,231.31,249.7,259.7,273.06,254.41,238.32,224.6,231.57,235.17,238.77,220.47,224.67,227.96,215.16,211.71,225.77,216.63,202.26,197.07,193.47,177.49,175.35,169.25,177.7,178.88,174.18,173.05,164.3,158.16,145.65,145.44,152.33,147.89,137.46,143.34,148.64,145.41,129.62,135.68,132.43,132.5,143.99,155.17,146.98,148.16,146.87,154.99,158.48,151.74,134.03,131.96,-0.846104725415057,189.58333333333334,3.5366870875941996,-0.846104725415057,189.4416666666667,3.3092416889002756,-28.251829033500186,206.63749999999996,25.16817538248121,Buy
80,80,5.391M,-0.72,Archer-Daniels-Midland Company,60.845,30529830912,9.46,-1.16%,Consumer Defensive,ADM,208259,62.5,62.81,53.11,55.58,72.22,73.73,71.57,75.42,79.3,84.96,75.56,70.65,78.08,79.66,79.6,82.85,92.85,97.5,96.98,80.45,87.89,82.77,77.6,90.82,89.56,90.26,78.45,75.0,67.59,62.21,64.24,60.01,60.0,59.72,60.6,66.53,63.13,57.0,56.58,50.01,50.41,49.77,46.24,46.49,44.76,42.83,39.9,39.31,37.14,35.18,37.65,44.76,46.35,42.93,42.04,41.07,38.05,41.08,40.8,38.32,17.680286198456034,59.473333333333336,4.50133560426483,-15.231249152312495,63.32500000000001,7.666617572306579,-11.535739561217277,69.78416666666666,9.096271633965692,Buy
82,82,1.29M,-0.35,"Church & Dwight Co., Inc.",107.005,26099052544,35.08,-0.32%,Consumer Defensive,CHD,118669,105.95,104.31,100.12,99.85,94.56,96.63,90.94,91.63,96.77,95.67,100.23,92.45,97.12,88.41,83.78,80.86,80.61,81.87,74.13,71.44,83.71,87.97,92.66,90.06,97.56,99.38,97.85,102.65,102.5,89.38,87.36,82.57,83.66,86.58,85.22,85.73,85.74,87.35,78.75,84.43,87.23,87.77,88.39,93.71,95.83,96.33,77.3,75.07,69.99,64.18,69.52,74.22,70.35,70.24,69.94,75.24,79.78,75.44,73.06,74.41,5.823012385137832,103.46,2.454804812335731,9.645037772948367,100.23666666666668,3.9713543729508154,14.602487831260142,97.42583333333334,4.599163797788561,Buy
83,83,3.063M,-7.62,Eli Lilly and Company,724.58,688906043392,125.36,-1.04%,Healthcare,LLY,580459,731.33,777.96,753.68,645.61,582.92,591.04,553.93,537.13,554.2,454.55,468.98,429.46,395.86,343.42,311.22,344.15,365.84,371.08,362.09,323.35,301.23,329.69,324.23,313.44,292.13,286.37,249.95,245.39,276.22,248.04,254.76,231.05,258.29,243.5,229.52,199.74,182.77,186.82,204.89,207.97,168.84,145.65,130.46,148.02,148.39,150.29,164.18,152.95,154.64,138.72,126.13,139.64,131.43,117.35,113.95,111.83,112.97,108.95,110.79,115.94,-2.9654495276509807,754.3233333333333,19.042052293688187,23.736126150514362,680.4233333333333,77.65272879228966,70.29059749452803,590.0658333333333,111.57264348533451,Sell
84,84,2.356M,-1.44,State Street Corporation,72.85,21964566528,13.42,-1.94%,Financial Services,STT,385746,74.51,77.32,73.73,73.87,77.46,72.82,64.63,66.96,68.74,72.44,73.18,68.02,72.26,75.69,88.68,91.33,77.57,79.67,74.0,60.81,68.35,71.04,61.65,72.49,66.97,87.12,85.33,94.5,93.0,88.97,98.55,84.72,92.91,87.14,82.28,86.98,83.95,84.01,72.77,70.0,72.78,70.48,58.9,59.33,68.09,63.79,63.55,60.96,63.04,53.27,68.11,75.63,79.1,75.1,66.07,59.19,51.31,58.09,56.06,55.25,1.0579140105791416,75.18666666666667,1.541737836195097,2.320790991485872,74.95166666666667,1.7936128964250375,9.541311379006189,71.97333333333334,3.865879230165142,Buy
86,86,"111,095",-3.03,Erie Indemnity Company,379.63,19850815488,44.51,-0.79%,Financial Services,ERIE,4073,382.21,401.57,406.88,345.83,334.92,295.64,276.19,293.79,278.73,221.96,210.01,214.1,217.33,231.66,235.39,244.35,248.72,282.39,257.01,222.31,214.93,203.36,192.19,167.75,160.28,176.13,175.1,184.1,192.66,185.81,205.81,178.42,177.09,184.89,193.35,201.13,214.02,220.91,242.1,243.1,245.6,225.61,232.87,210.28,213.44,210.12,191.9,180.24,178.06,148.24,142.92,166.5,166.0,169.3,184.27,185.65,219.31,222.77,254.28,212.67,-6.063212740857259,396.8866666666666,10.601963130582108,29.282235150859155,361.17499999999995,39.5449207652934,78.51938346567024,305.1525,67.17120788514971,Sell
87,87,"527,638",-2.13,LPL Financial Holdings Inc.,262.41,19602212864,19.15,-0.81%,Financial Services,LPLA,39719,264.29,264.2,267.89,239.19,227.62,222.3,224.52,237.65,230.59,229.36,217.43,194.78,208.84,202.4,249.56,237.12,216.17,236.71,255.65,218.48,221.33,209.92,184.48,196.19,187.87,182.68,180.95,172.32,160.09,157.61,164.02,156.76,147.85,141.04,134.98,147.88,156.7,142.16,131.54,108.34,104.22,90.77,79.93,76.67,82.16,79.02,78.4,71.39,60.22,54.43,79.48,92.13,92.25,92.35,80.84,81.9,74.95,83.87,81.57,80.22,-1.3438351562208244,265.46,1.7186622704882921,18.888888888888893,247.58166666666668,18.600253955852917,35.68641544306398,234.985,20.656048145761083,Buy
88,88,17.718M,-0.27,Huntington Bancshares Incorporated,13.495,19557629952,12.16,-1.93%,Financial Services,HBAN,2012356,13.53,13.95,13.04,12.73,12.72,11.26,9.65,10.4,11.09,12.24,10.78,10.31,11.2,11.2,15.32,15.17,14.1,15.48,15.18,13.18,13.4,13.29,12.03,13.88,13.15,14.62,15.52,15.06,15.42,14.84,15.74,15.46,15.53,14.08,14.27,15.86,15.32,15.72,15.34,13.23,12.63,12.08,10.44,9.17,9.41,9.27,9.04,8.89,9.24,8.21,12.27,13.57,15.08,14.89,14.13,14.27,13.25,14.25,13.82,12.65,3.757668711656444,13.506666666666666,0.37187214051188205,20.159857904085253,12.871666666666668,0.8431175613295111,31.231813773035878,11.808333333333335,1.3446116746315848,Buy
89,89,"830,954",2.46,"Cboe Global Markets, Inc.",181.85,19187175424,25.54,+1.37%,Financial Services,CBOE,59777,179.99,183.73,192.0,183.85,178.56,182.19,163.89,156.21,149.71,139.68,138.01,132.42,139.7,134.24,126.17,122.88,125.47,126.84,124.5,117.37,117.97,123.38,113.19,112.31,112.98,114.42,117.29,118.53,130.4,128.94,131.94,123.86,126.15,118.47,119.05,111.3,104.37,98.69,98.96,91.73,93.12,91.32,81.29,87.74,91.79,87.7,93.28,106.46,99.38,89.25,114.0,123.22,120.0,118.9,115.15,114.91,119.16,109.31,103.63,108.54,-6.255208333333329,185.24,5.017974358908846,-1.207530599923151,183.38666666666668,4.297055839628905,35.923576499018296,165.02,20.171141927681408,Sell
92,92,"920,020",-0.95,Cincinnati Financial Corporation,118.97,18641289216,10.20,-0.79%,Financial Services,CINF,41070,120.96,124.17,114.0,110.8,103.46,102.79,99.67,102.29,105.79,107.58,97.32,96.5,106.44,112.08,120.7,113.15,102.39,110.96,103.32,89.57,96.96,97.34,118.98,127.86,122.66,135.96,122.79,117.83,113.93,113.9,121.44,114.22,123.4,117.88,116.62,121.71,112.68,103.09,97.87,84.09,87.37,76.35,70.74,77.97,79.41,77.93,64.03,58.95,65.8,75.45,93.24,104.95,105.15,107.05,113.21,116.67,112.49,107.33,103.67,98.24,6.105263157894732,119.71,4.2449263833428255,17.67681681097382,112.69666666666666,8.048541620829342,25.34715025906735,107.1108333333333,8.489722667568254,Buy
95,95,1.555M,-1.34,Northern Trust Corporation,82.96,16972952576,18.31,-1.59%,Financial Services,NTRS,97558,83.54,88.92,82.13,79.64,84.38,79.25,65.91,69.48,76.07,80.12,74.14,71.92,78.16,88.13,95.27,96.97,88.49,93.11,84.35,85.56,95.09,99.78,96.48,111.75,103.05,116.45,113.9,116.64,119.61,115.7,123.04,107.81,118.52,112.85,115.62,121.19,113.8,105.11,95.13,89.19,93.14,93.12,78.27,77.97,81.89,78.35,79.34,79.01,79.16,75.46,87.76,97.81,106.24,107.24,99.68,93.32,87.93,98.0,90.0,85.52,1.7167904541580552,84.86333333333333,2.925683206060121,5.413249211356474,82.97666666666667,3.2493110380851853,16.15684093437153,77.95833333333333,6.395143773902889,Buy
98,98,2.051M,-0.46,"McCormick & Company, Incorporated",75.39,20237316096,28.77,-0.61%,Consumer Defensive,MKC,349029,74.69,76.81,68.86,68.16,68.42,64.83,63.9,75.64,82.08,89.48,87.23,85.73,87.85,83.21,74.32,75.12,82.89,85.18,78.64,71.27,84.07,87.35,83.25,92.72,100.57,99.8,95.17,100.31,96.61,85.82,80.23,81.03,86.29,84.17,88.32,89.06,90.36,89.16,84.28,89.54,95.6,93.49,90.25,97.05,103.1,97.45,89.71,87.58,78.42,70.61,73.1,81.68,84.86,84.63,80.35,78.15,81.43,79.27,77.5,78.02,8.466453674121404,73.45333333333333,3.3613125743111465,15.209008175227517,70.295,4.118263185696936,-12.877639099498431,75.48583333333333,8.562867956408585,Buy
100,100,3.22M,-0.31,Hormel Foods Corporation,35.285,19325171712,24.33,-0.88%,Consumer Defensive,HRL,167992,35.14,34.89,35.32,30.37,32.11,30.59,32.55,38.03,38.59,40.88,40.22,38.25,40.44,39.88,44.38,45.31,45.55,47.0,46.45,45.44,50.28,49.34,47.36,48.67,52.39,51.54,47.64,47.47,48.81,41.4,42.32,41.0,45.54,46.38,47.75,48.54,46.2,47.78,46.37,46.86,46.61,47.18,48.69,48.89,50.98,50.86,48.27,48.83,46.85,46.64,41.6,47.26,45.11,44.53,40.89,43.73,42.61,40.99,40.54,39.49,-0.5096262740656844,35.11666666666667,0.17632041540584248,14.874141876430208,33.07,2.122176555645956,-8.130718954248364,35.57833333333334,3.485856741494439,Buy
101,101,1.21M,-0.29,The Clorox Company,147.49,18304395264,230.45,-0.20%,Consumer Defensive,CLX,89578,145.14,153.11,153.31,145.25,142.59,143.35,117.7,131.06,156.45,151.48,159.04,158.18,165.62,158.24,155.44,144.69,140.33,148.65,146.04,128.39,144.34,141.84,140.98,145.36,143.47,139.03,145.79,167.86,174.36,162.85,163.01,165.61,168.05,180.89,179.91,176.73,182.5,192.88,181.05,209.46,201.92,202.96,207.25,210.17,223.5,236.51,219.37,206.25,186.44,173.25,159.42,157.31,153.54,148.23,147.69,151.87,158.16,162.6,153.11,148.81,-5.329071815276247,150.52,3.805110598480252,1.248692012556674,147.125,4.403543081050384,-8.243772916930093,146.38833333333335,11.560895894734495,Buy
102,102,4.669M,-0.45,"Celsius Holdings, Inc.",71.55,16676159488,92.92,-0.62%,Consumer Defensive,CELH,473980,69.79,82.92,81.62,49.9,54.52,49.51,50.7,57.2,65.35,48.23,49.73,41.84,31.86,30.98,30.27,33.44,34.68,37.11,30.36,30.23,34.5,29.65,21.75,22.36,17.33,18.39,21.3,15.91,24.86,22.8,32.17,30.03,27.25,22.88,25.36,21.85,19.1,16.02,19.84,17.8,16.77,10.75,6.7,7.57,6.47,4.89,3.92,3.09,1.67,1.4,1.97,1.8,1.61,1.62,1.17,1.16,1.37,1.66,1.48,1.33,-14.493996569468266,78.11,5.90701842443941,40.96142193496265,64.71,14.12781417393835,66.80210325047801,58.4425,12.904487672253145,Sell
104,104,1.787M,-1.1,Bunge Global SA,104.69,14759718912,7.04,-1.04%,Consumer Defensive,BG,188084,109.75,102.52,94.37,88.09,100.95,109.87,105.98,108.25,114.32,108.67,94.35,92.64,93.6,95.52,95.5,99.1,99.77,104.84,98.7,82.57,99.17,92.33,90.69,118.32,113.12,110.81,104.55,98.86,93.36,86.57,92.64,81.32,75.71,77.63,78.15,86.82,84.42,79.27,76.58,65.44,65.58,58.89,56.73,45.7,45.62,43.44,41.13,39.02,39.67,41.03,46.95,52.43,57.55,53.38,54.0,56.62,53.41,58.43,55.71,52.29,16.297552188195397,102.21333333333332,6.282602079464278,-0.10921998725767229,100.925,7.833087407487122,18.469343696027632,102.48,8.008426811802677,Sell
105,105,2.756M,0.0,Campbell Soup Company,45.54,13575611392,17.86,0.00%,Consumer Defensive,CPB,282684,45.12,44.45,42.64,44.63,43.23,40.18,40.41,41.08,41.7,45.82,45.71,50.55,54.3,54.98,52.52,51.93,56.75,53.67,52.91,47.12,50.38,49.35,48.05,47.91,47.22,44.57,44.97,44.12,43.46,40.33,39.95,41.81,41.73,43.72,45.59,48.67,47.75,50.27,45.48,48.11,48.35,50.02,46.67,48.37,52.61,49.57,49.63,50.98,49.98,46.16,45.12,48.39,49.42,46.57,46.31,46.92,45.0,41.34,40.07,36.31,5.81613508442776,44.06999999999999,1.0475049721441254,12.29467396714783,43.37499999999999,1.6605696813644009,-10.741839762611276,43.79333333333332,2.8020776022246223,Buy
109,109,7.631M,-1.76,Johnson & Johnson,146.77,353683406848,19.75,-1.18%,Healthcare,JNJ,1124939,149.12,158.19,161.38,158.9,156.74,154.66,148.34,155.75,161.68,167.53,165.52,155.06,163.7,155.0,153.26,163.42,176.65,178.0,173.97,163.36,161.34,174.52,177.51,179.53,180.46,177.23,164.57,172.29,171.07,155.93,162.88,161.5,173.13,172.2,164.74,169.25,162.73,164.35,158.46,163.13,157.38,144.68,137.11,148.88,153.41,145.76,140.63,148.75,150.04,131.13,134.48,148.87,145.87,137.49,132.04,129.38,128.36,130.22,139.28,131.15,-7.596976081298792,156.23,5.193463840893342,-3.582050950471998,156.49833333333333,3.8802509225850605,-3.830775183799818,157.73916666666665,5.560179041381872,Sell
110,110,8.365M,3.34,"Merck & Co., Inc.",130.34,330155098112,931.00,+2.63%,Healthcare,MRK,3207259,126.94,131.95,127.15,120.78,109.02,102.48,102.7,102.95,108.98,106.65,115.39,110.41,115.47,106.39,106.24,107.41,110.95,110.12,101.2,86.12,85.36,89.34,91.17,92.03,88.69,82.05,76.58,81.48,76.64,74.91,88.05,75.11,76.29,76.87,77.77,72.41,71.09,73.56,69.29,73.54,78.05,76.71,71.77,79.15,81.36,76.56,73.79,77.02,75.71,73.42,73.05,81.53,86.78,83.19,82.69,80.32,82.51,79.19,80.01,75.58,-0.16515926071569637,128.67999999999998,2.3138279970645987,23.868071818891483,119.71999999999998,10.565173921900195,14.971469975545695,113.78333333333336,10.038758500044823,Buy
111,111,5.617M,-1.26,AbbVie Inc.,166.54,294884048896,61.23,-0.75%,Healthcare,ABBV,783068,167.89,182.1,176.05,164.4,154.97,142.39,141.18,149.06,146.96,149.58,134.73,137.96,151.12,159.37,153.9,147.75,161.61,161.18,146.4,134.21,134.46,143.51,153.16,147.37,146.88,162.11,147.77,136.89,135.4,115.28,114.67,107.87,120.78,116.3,112.64,113.2,111.5,108.22,107.74,102.48,107.15,104.58,85.1,87.59,95.77,94.91,98.18,92.67,82.2,76.19,85.71,81.02,88.54,87.73,79.55,75.72,65.74,66.62,72.72,76.71,-4.635046861687035,175.34666666666666,5.822487059286229,17.908560994451857,164.63333333333333,13.129044985154948,21.694694114235993,153.93916666666667,14.716945141759398,Sell
